what country does <e> come under,0
what language did the <e>,0
what to do in <e>,0
what films did <e> direct,0
which states does the <e> pass through,1
what currency should i take to <e>,0
who was <e> married too,3
what is the name of book written by <e>,1
what countries does <e> own,1
what is the currency name of <e>,0
what college did <e> play for,3
who won 2001 <e>,3
what movies did <e> play in,2
who is playing jason morgan on <e>,3
who played <e>,2
where <e> was born,0
what is <e>,0
what is <e> famous for,0
what does <e> believe,0
what is the currency used in <e>,0
where does <e> end,0
what did <e> say on the moon,0
where is the <e> located,0
when was the last time <e> invaded another country,2
what did <e> od on,1
what type of currency does the <e> have,0
what three continents touch the <e>,3
where is <e>,0
where is <e> headquarters located,2
what kind of music does <e> play,0
what is <e> famous for,0
what did <e> star in,2
which wife did <e> behead,3
who is the owner of the <e>,3
what language do they <e>,0
what is <e> 's real name,2
what college did <e> attend,3
who has <e> played for,2
what is the state flag of <e> called,2
what was <e> famous for,0
what 's <e> country code,0
who was <e> in crazy stupid love,3
in what state did the bloody <e> take place,0
what other languages does <e> speak,0
where does lala <e> live,2
where is the <e> located,0
when are the <e> held,0
what kind of currency does <e> have,0
what war did <e> help win,2
where did <e> go to college,3
who controls <e>,3
where was president <e> from,0
who is <e> and what did he do,0
what kind of language do <e> speak,0
what movies has <e> been in,2
what are the <e>,0
what channel is the mtv <e> on,0
who plays jacob black in the <e>,3
who does <e> play in 24,3
what did <e> do for a living,0
where does <e> live in star wars,0
what city has the largest population in <e>,1
what state is <e> located,1
who played danielle rousseau on <e>,3
who <e>,0
where is <e> nsw,0
what kind of money does <e>,0
who is playing <e>,2
where is washington d.c. at,1
where was emperor <e> born,0
who does <e> play for,2
where was the <e> campaign waged,0
who plays young lex luthor in <e>,3
what inventions did <e> made,0
what college did harry s. truman attend,3
who did the <e> draft,2
what utc time zone is <e>,0
what date did the <e> happen,0
where is the <e> located,0
what college did <e>,3
what instrument does <e> play,0
what instrument does <e>,2
when did the <e> win their first championship,1
who invented <e> code,0
where did <e> go to prep school,3
what planet did princess <e> call home,0
what character does <e> play in finding nemo,3
what movies did <e> play in,2
what did <e> contribute to the industrial revolution,0
which continent is <e> located,0
where do the <e> play,0
what is the president of <e>,3
what is <e>,0
where is <e>,0
what to do if you have one day in <e>,0
who does the voice of lois in <e>,3
who plays the voice of meg in <e>,3
what timezone is <e> usa,0
what has <e> played in,2
who is my state senator and representative <e>,3
who was the vice president when <e> was in office,0
where to stay in <e>,0
who the voice of <e>,3
what war was <e> associated with,2
what are the major imports of the <e>,2
who is <e> dating now in 2012,3
what were some inventions of <e>,0
what to see in downtown <e>,0
what is <e> in,2
where did <e> go to high school,3
who are <e> 's parents names,0
who was the wife of <e>,3
what does <e> export,2
what is the legislature of <e> called,0
where was <e> originally from,0
who won <e> season 5,0
what language do <e> speak,0
where did the <e> originate,0
what are <e> 's parents names,0
what language do they speak in <e>,0
who are the judges on the <e>,2
what countries are in the <e>,1
who was sworn into office when <e> was assassinated,0
where do you fly into for <e>,3
what language do people speak in <e>,0
what company did <e> used to be,2
where is <e> grave,0
what planet was <e> raised on,0
who created the character of <e>,0
what division is <e> in,0
where does <e> teach,2
what is the local currency in the <e>,0
where are the <e> on a world map,0
who is <e> sister,3
where to go in <e>,0
what school did <e> go to,2
who will <e> play for in 2013,2
what time zone is <e> under,0
who won <e> elections 2012,2
who was <e> 's parents called,0
who was <e> and what did he do,0
what characters does <e> voice,3
what city was <e> killed in,0
who does <e> think her father is,1
what is the name of the <e> state tree,3
where is <e> located,0
what do the <e> believe in,0
what is the timezone in <e> called,0
what part does seth macfarlane play in <e>,3
what is <e> 's daughters name,0
what is <e> real name,0
what type of guitar does <e> play,1
who is <e>,0
who played <e>,2
who is the head coach of the <e>,0
who does <e> play for,2
what is a city in <e>,1
what country is <e> from,0
what date did <e> become president,3
who was <e> teacher,0
what year were the <e> founded,0
what did <e> die of,0
what are the names of <e> brothers and sisters,2
who did <e> retire with,3
what colleges did <e> attend,3
who is the <e> kicker,3
what time zone in the <e>,0
what money is used in <e>,0
what did <e> discover,0
who plays moira on <e>,3
what was <e> known for,0
what is the holy book in <e>,0
what movies has <e> starred in,2
where is the head office of <e>,2
where <e> located,0
who plays lois lane in <e>,3
what language do you speak in <e>,0
who does <e> play with,2
what year did <e> get drafted,2
what teams did <e> play on,2
what is the language called in <e>,0
what countries are around <e>,3
where is <e>,0
what planes does the <e> have,2
what did <e> die of,0
who did <e> marry,2
what money is used in <e>,0
in what country is <e>,0
who will play clary in <e>,3
what countries do <e> export to,2
what type of money does <e> have,0
who is the prime minister of <e> now,3
where does the band <e> live,0
where was <e> from,0
what does <e> consist of,1
where does <e> live map,2
what college did <e> go to,3
what characters does seth macfarlane play in <e>,3
where is the <e> by michelangelo,1
what did <e> do,0
where does the <e> come from,0
what state is <e> senator for,3
what is the capital city of <e>,0
who was the voice of <e>,3
who is the elected governor of <e>,3
what position does <e> play,0
who plays the voice of lois griffin on <e>,3
where is the <e>,0
what did <e> do to become famous,0
where does <e> live now,2
which countries border <e>,3
where did <e> live,2
where did <e> go to high school,3
where did <e> grew up,0
where does dr. sanjay gupta practice,3
where was <e> born,0
what did <e> invented,0
who was <e> married to,3
what was the cause of death for <e>,0
what did <e> sing,0
where is the <e>,0
what is the political system in <e>,0
what kind of money do they use in <e>,0
what countries are included in the <e>,1
what are some places to visit in <e>,0
who created <e>,0
what language <e> speak,0
who is <e> dating,3
where did <e> live,2
what state did <e> represent,3
where was <e> born and raised,0
what did <e> die from,0
what type of government does the <e> have,0
what money system does <e> use,0
what language do <e>,0
where did <e> die,0
what is the language used in <e>,0
what is the language they speak in <e>,0
what position does <e> play,0
who did <e> play for,2
what countries make up <e>,0
who plays steffy on <e>,3
where was <e> from,0
what to see in <e>,0
what to do in <e> today,0
what years did the <e> win the world series,0
what countries did <e> reign over,2
what is a famous person from <e>,0
what color are the <e>,0
what channel does <e> come on,3
where was the <e>,0
where was <e> born,0
who plays stewie griffin 's voice <e>,3
what were <e> achievements,0
who is the president of <e> in 2012,3
what <e> do,0
what jobs did <e> have,0
what is the political system in <e>,0
what airport is closest to <e>,0
what does <e> play in,2
what state did <e> represent,3
when did <e> won the gold medal,3
what drug did <e> overdose on,0
who <e> been married to,3
where does <e> live,2
what does <e> like to eat,0
who played andy in <e>,3
who has <e> played for,2
where does the <e> begin,0
what is the work of <e>,0
where is <e>,0
where did chris <e> go,2
where did <e> work,2
what to do around <e> thailand,0
what team does <e> play for,2
what college did <e> go to,3
where is the <e> located,0
what did <e> die of,0
who voices anakin in <e>,3
where does <e> coach,0
what language do the people speak in <e>,0
who voiced <e> in the pilot,3
what university did <e> attend,3
<e> located,0
what kind of money does the <e> use,0
what did <e> die of,0
what continent is <e> located,1
who did george wendt play on <e>,3
who played betty rizzo in <e>,3
who is <e> married too,2
who is <e>s founder,0
who invented <e>,0
what did <e> play,0
what movies have <e> been in,2
where did <e> go to school,2
what inventions did <e> made,0
what timezone is <e> in right now,0
who plays tommy oliver in <e>,3
what city was <e> born in,1
what money do you use in <e>,0
who did <e> cheat with,2
where was the ancient region of <e>,0
what are the name of <e> sons,1
what kind of government did <e> have,2
what are some of the awards <e> has won,2
when was the last time the <e> won a superbowl,1
when was the last time the <e> won the superbowl,1
what did <e> do,0
who plays princess <e> in star wars,2
where did <e> go to school,2
what did <e> get surgery for,1
what team did <e> play football for,2
what sport is popular in <e>,0
when did the <e> happened,0
what shows did <e> produce,2
which college did <e> attend,3
what type of currency does <e> have,0
who was governor of <e> in 2003,3
who played <e> on days of our lives,2
what college did <e> attend,2
what does <e> sing,0
what state did <e> represent at the constitutional convention,3
what state <e> located,0
who is <e> dad,1
where is <e> arizona,2
what happened to <e>,0
who is <e>,0
what is <e> trained in,0
what instruments does <e> use,0
where is <e>,0
what university did <e> graduate from,3
what timezone are the <e>,0
what team did <e> play for in baseball,3
who currently owns the <e>,0
what movies did <e> star in,2
who played boss hogg <e>,3
where does <e> live,2
who played dorothy in the <e>,3
what language do native <e> speak,0
what form of government does <e> use,0
what god does <e> believe in,0
who did <e> 's voice,3
where did <e> died,0
where is <e> from,0
what country is the <e> in,1
which countries have <e> as native language,0
where does <e> operate,2
where is <e> located,0
what to do in <e>,0
what money does <e> use,0
where does the <e> practice,0
where does the st. joe river start,0
who does <e> play for,2
what can you visit in <e>,0
what book did <e> wrote,0
what happened to <e>,0
what kind of drugs does <e> do,2
who won the <e> 2010,0
who plays <e>,2
who is the coach of the <e>,0
who is <e> and what is his theory,0
who was the president after <e> died,0
who was the emperor before <e>,0
what is the name of <e> 's first novel,1
what films have <e> been in,2
who is <e> mother,1
what years did <e> run for president,0
what are all songs by <e>,0
what is <e> name in the woman in black,3
what voice does <e> do on the simpsons,3
what form of government does <e> use,0
who invented <e>,0
what is the timezone in <e>,0
who is the voice of family guys <e>,3
where is <e> from,0
where is <e> tennessee whiskey made,0
what 4 countries are part of the <e>,0
what sports do <e> like,0
what party was <e> affiliated with,2
what main language do they speak in <e>,0
who played <e> in the original superman,3
what was the capital of <e>,0
what types of government does <e> have,0
where do the <e> play,0
what is <e> 's nationality,0
what are the biggest cities in <e>,1
who started <e>,0
what 's the <e> currency,0
what country was <e> from,0
where are <e> headquarters located,2
who is golfer <e> dating,3
who played juni in <e>,3
what does <e> sing,0
where does <e> start,0
what state did <e> represent,3
what disease did <e> have,0
what team does <e> play for 2013,2
what currency do i bring to <e>,0
what type of government does <e> use,0
what branch is made up of the <e>,0
when did <e> first appear on ncis,3
who is the present chief justice of the u.s. <e>,3
what kind of music did <e> sing,0
who was <e> married too,3
what was <e> famous for,0
what time zone is <e> state,0
what team does <e> play for in 2011,2
where is <e> from,0
where is <e> born,0
into what language family does <e> fall,0
where did <e> take place,0
what kind of government does <e> have now,0
where was <e> education,2
when did the <e> win the championship,0
what timezone is <e> canada,0
what is <e> 's capital city,0
where is the <e> located,0
where <e> is located,0
who does <e> play for now 2010,2
what team does <e> play for 2013,2
what was <e> known for,0
where does <e> go to school,2
what does <e> play in,2
what countries use the <e> as official currency,0
where to visit near <e>,0
who is <e> getting married to,2
who does <e> race for,2
who was <e>,0
who were <e> 's brothers and sisters,2
where is the country of <e>,0
who will <e> drive for in 2013,2
where is <e> located,0
what type of music was <e> noted for,0
who runs the <e> now,2
who was <e> father,1
what is <e> called,0
where is <e> the country,0
what are the names of <e> kids,0
what war was <e> president during,2
who is <e> and why is she famous,0
what system of government is used in <e>,0
what kind of money does the <e> use,0
what is the newspaper in <e>,0
who plays <e> in buffy the vampire slayer,2
where did <e> die,0
who did <e> just marry,3
what did <e> die of,0
what is <e> known for,0
what are some sights to see in <e>,0
what teams did <e> play for,2
what books did <e> wrote,0
what was <e> 's wife name,3
when did the <e> last win a championship,1
what country do they speak <e>,0
who is the political leader of <e>,3
what year did <e> started his career,2
where is the <e> located,0
what team did <e> play for,2
where is headquarters of <e>,2
where is the <e> located,2
what language does the country <e> speak,0
who is the senator of the <e> 2010,3
what college <e> go to,3
what club team is <e> on,2
what years have the <e> won the world series,0
who played <e> 's dad,1
in what city did <e> live,3
what style of music did <e> play,0
what year was the first <e>,0
who was the vice president during <e>,0
where is <e> from,0
who has <e> married,3
where is <e> from,0
when did <e> win the superbowl,1
when did <e> leave the eagles,3
where is <e>,0
what language does the <e> speak,0
what god do <e> believe in,0
who was <e> married to,3
what country did vasco <e> come from,0
what awards has <e> won,2
which island in <e>,1
what kind of money do <e> use,0
what political party did <e> belong to,2
what episode did kate leave <e>,3
where does <e> play now,3
what type of government is the <e>,0
what states does the <e> touch,1
what is the name of the main train station in <e>,3
what currency do i take to <e>,0
when did the <e> occur,0
what time zone am i in <e>,0
what money does <e> use,0
what timezone is <e> in,0
who is <e> husband name,3
what did writers of the <e> write about,1
what instrument does <e> play,2
who is the current coach of the <e>,0
what is there to do in <e>,0
what school did <e> attend,2
what system of government is used in the <e>,0
where <e> went to college,3
where did <e> go to high school,3
who was vice president under <e>,0
what country was the <e> written,0
what <e> kids names,0
what was <e> wife name,3
what nationality is <e>,0
who played <e>,2
who speaks <e>,0
what team does <e> play for,2
what continent does <e> belong to,0
what are the two dialects of <e>,0
what government type is <e>,0
what year did <e> win nba championships,0
what did <e> do,0
where <e> located,0
what party did <e> belong to,2
what is the name of the <e> mascot,0
what is <e> 's heritage,0
what is the currency of <e> called,0
who does the <e> worship,0
who influenced <e>,0
what to do in <e>,0
what is the <e>,0
what is the very first <e> potter book,1
who does queen <e> hair,3
who is the current leader of <e> today,3
who is the prime minister of <e> now,3
who played lois en <e>,3
what type of poetry does <e> write,0
what prep school did <e> attend,3
what does <e> do,0
what sports are played in <e>,0
what is <e> 's mascot,0
who does <e> play for,2
who was <e>,0
who is <e>,0
what club did <e> play for,2
who is the leader of <e> right now,3
what disease has <e> got,0
what countries fall in <e>,1
what basketball team does <e> play for,2
what character does mila kunis play on <e>,3
what is <e> 's dad 's name,1
who won <e>,0
who did <e> from the bible marry,2
what influenced <e> to write,0
who plays stacey in <e>,3
what did <e> go to college for,2
when was <e>,0
what did <e> have surgery for,0
what did <e> die off,0
who started <e>,0
where 's the <e>,0
when did the <e> start playing baseball,0
who plays the voice of <e>,3
what party did <e> belong to,2
what type of art is <e> famous for,0
what airport do you fly into for <e>,0
what was the <e> political system,0
what characters does <e> voice,3
what currency does <e> accept,0
what team is <e> on,2
what are <e>,0
where is the <e> used,0
where is the time zone in <e>,0
what kind of currency do they use in <e>,0
what language does <e> people speak,0
where did <e> go to school,2
what is d capital city of <e>,0
what party is <e> affiliated with,2
what region of the world is <e> in,0
where was the battle of <e> held,0
what are the airports in <e>,0
where does <e> start,0
who are the <e>,2
what time zone is it in <e> england,0
who does <e> play in over the hedge,3
what to do in <e>,0
where did <e> die,0
what timezone is <e> now,0
what are all the names of <e> potter,0
what is the political system in <e>,0
who is the current governor of <e> 2011,3
what county is <e> in,0
what currency should i take to <e>,0
what country do <e> come from,0
who is the <e> 2012,2
who played <e> in star trek,2
who shot and killed <e>,0
when do they have the <e>,0
where is <e>,0
where did <e> go to college,3
what are dollars called in <e>,0
where is the battle of <e> located,0
what did <e> do to the children,2
where are the nfl <e> from,0
what was the name of <e> parents,0
who killed <e>,0
where was the <e> centered,0
what other books did <e> wrote,0
what is the money currency in <e>,0
what to do with kids in <e>,0
what are historical places in <e>,0
what inspired <e>,0
what form of government does <e> have,0
what wars have <e> been involved in,2
who was <e> and what did he do,0
what college is in <e>,1
what year did <e> win championship,0
who was the owner of <e>,0
what do they speak in <e>,0
where is <e>,0
who was the real <e>,0
who did <e> play in shrek,3
which <e> game is the first,1
what did <e> believe in,0
what is the time zone in <e> now,0
what kind of government do the <e> have,0
where is <e> the official language,1
what did sir <e> do,0
what does <e> own,2
what did <e> died of,0
what books has <e> written,0
who was <e> influenced by,0
where <e> on the world map,0
who wrote luke bryan 's <e>,0
where <e> come from,0
what is the currency of <e> called,0
what kind of government does <e> have today,0
what were <e> 's parents names,0
what are some of the religions in <e>,2
who did <e> play college football 4,2
what is the <e>,0
who do <e> play for,2
what does <e> own,0
who are the judges of the <e>,2
where does <e> originate,0
what products are made in the <e>,2
what to see and do in <e> ireland,0
where was <e> when he died,0
who is <e> 's current wife,3
what year did <e>,0
what is the currency in the <e> called,0
where was battle of <e> located,0
what are the <e> nations,0
where did <e> go to high school,3
what is the national anthem of <e>,2
what did <e> died from,0
where is <e> uk,0
where <e> went to school,2
where is <e>,0
what was the name of <e> children,0
what are the best things to do in <e>,0
what district does <e> represent,2
what school did <e> attend,2
in what country do they speak <e>,0
what are the official languages in <e>,0
what city is <e> located,2
where is <e>,0
who founded the <e> in 1886,0
who married <e>,3
what type of currency is used in <e>,0
what date did the <e> win the world series,1
where does the <e> import from,2
where is <e> from,0
what college did <e> attend,3
who is playing hawkeye in the <e> movie,3
what to do in <e>,0
where was <e> raised,0
what art movement does <e> belong to,0
what type of government does <e> have today,0
who is <e> 's president right now 2011,3
what did <e> rule,0
who won <e> 2012,2
where was <e> born,0
what teams does <e> own,0
what does <e> people speak,0
who was the secretary of state when <e> was president,3
what are all the countries in <e>,2
what does <e> do,0
what school did <e> go to,2
who played obi wan kenobi in <e>,3
where did the <e> live,0
what is the capital of <e> state,0
what 4 teams did <e> play for,2
who played <e> in the original star wars movies,3
what type of music did <e> write,0
where do <e> play,1
what state is <e> from,0
what is a judge in the <e> called,0
where does <e> live,2
what airport do you fly into <e>,1
what language did the <e> speak,0
what job did <e> have,0
who owns the <e> football team,0
what year was <e> drafted,2
what awards has <e> won,2
who were queen <e> parents,0
what children 's books did <e> wrote,1
who is the manager of the <e>,0
what is <e> known for,0
where did <e> study,2
what movies star <e>,2
what city is the <e> in,0
where is <e> headquarters located,2
where was the <e> war located,0
which countries share borders with <e>,3
what is the president of <e> 's name,3
what does the name <e> stand for,0
what form of government was practiced in <e>,0
what are the best places to go in <e>,0
who was the first <e> president,3
what is the political system of <e>,0
what are the gods of <e>,0
who is <e> married too,3
what happened to <e>,2
what is <e> sport,0
what do do in <e>,0
who is <e> 's parents,0
what religions are recognized in <e>,2
what are all the things <e> invented,0
what money do they use in <e>,0
what <e> owns,0
what is the name of money in <e>,0
what types of government does <e> have,0
who wore the darth vader suit in <e>,3
what movies did <e> play in,2
where did the <e> case take place,0
what is the capital city of <e> now,0
where did <e> got shot,0
where is located <e>,0
who did <e> married,3
what college did <e> go to,3
when did <e> leave usc,3
who was <e>,0
what <e> name her baby,0
who plays bella on <e>,3
who makes <e> voice,3
what did <e> play in,2
what films did <e> star in,2
where does <e> live,2
who is <e> married to,3
who is the head coach of the <e>,0
what is the major language spoken in <e>,0
who <e> engaged to,3
what medium is <e>,0
where was <e> born,0
what country did <e> represent,0
where is the nation of <e> located,0
what was the cause of death of <e>,0
